#alt_asm_name	prim_asm_name	alt_scaf_name	alt_scaf_acc	parent_type	parent_name	parent_acc	region_name	ori	alt_scaf_start	alt_scaf_stop	parent_start	parent_stop	alt_start_tail	alt_stop_tail
ALT_REF_LOCI_3	Primary Assembly	HSCHR19LRC_LRC_I_CTG3_1	NW_003571056.2	CHROMOSOME	19	NC_000019.10	LRC_KIR	+	1	1064304	54025634	55084318	0	0
ALT_REF_LOCI_3	Primary Assembly	HSCHR22_3_CTG1	NT_187682.1	CHROMOSOME	22	NC_000022.11	CYP2D6	+	1	176103	42077656	42253758	0	0
ALT_REF_LOCI_4	Primary Assembly	HSCHR3_5_CTG3	NT_187688.1	CHROMOSOME	3	NC_000003.12	MUCIN_REGION_2	-	1	163458	195629504	195794735	0	0
ALT_REF_LOCI_4	Primary Assembly	HSCHR6_MHC_MANN_CTG1	NT_167246.2	CHROMOSOME	6	NC_000006.12	MHC	+	1	4677643	28734408	33258200	0	0
ALT_REF_LOCI_4	Primary Assembly	HSCHR19LRC_LRC_J_CTG3_1	NW_003571057.2	CHROMOSOME	19	NC_000019.10	LRC_KIR	+	1	1091841	54025634	55084318	0	0
ALT_REF_LOCI_5	Primary Assembly	HSCHR3_6_CTG3	NT_187689.1	CHROMOSOME	3	NC_000003.12	MUCIN_REGION_2	+	1	197351	195629504	195827492	0	0
ALT_REF_LOCI_5	Primary Assembly	HSCHR6_MHC_MCF_CTG1	NT_167247.2	CHROMOSOME	6	NC_000006.12	MHC	+	1	4827813	28734408	33391865	0	0
ALT_REF_LOCI_5	Primary Assembly	HSCHR19LRC_LRC_S_CTG3_1	NW_003571058.2	CHROMOSOME	19	NC_000019.10	LRC_KIR	+	1	1066390	54025634	55084318	0	0
ALT_REF_LOCI_6	Primary Assembly	HSCHR3_7_CTG3	NT_187690.1	CHROMOSOME	3	NC_000003.12	MUCIN_REGION_2	-	1	164170	195629504	195794735	0	0
ALT_REF_LOCI_6	Primary Assembly	HSCHR6_MHC_QBL_CTG1	NT_167248.2	CHROMOSOME	6	NC_000006.12	MHC	+	1	4606388	28734408	33411973	0	0
ALT_REF_LOCI_6	Primary Assembly	HSCHR19LRC_LRC_T_CTG3_1	NW_003571059.2	CHROMOSOME	19	NC_000019.10	LRC_KIR	+	1	1002683	54025634	55084318	0	0
ALT_REF_LOCI_7	Primary Assembly	HSCHR3_8_CTG3	NT_187691.1	CHROMOSOME	3	NC_000003.12	MUCIN_REGION_2	-	1	165607	195629504	195794735	0	0
ALT_REF_LOCI_7	Primary Assembly	HSCHR6_MHC_SSTO_CTG1	NT_167249.2	CHROMOSOME	6	NC_000006.12	MHC	+	1	4929269	28691466	33480577	0	0
ALT_REF_LOCI_7	Primary Assembly	HSCHR19LRC_PGF1_CTG3_1	NW_003571060.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	+	1	987100	54025634	55084318	0	0
ALT_REF_LOCI_8	Primary Assembly	HSCHR6_8_CTG1	NT_187692.1	CHROMOSOME	6	NC_000006.12	MHC	-	1	68829	32385054	32454732	0	7923
ALT_REF_LOCI_8	Primary Assembly	HSCHR19LRC_PGF2_CTG3_1	NW_003571061.2	CHROMOSOME	19	NC_000019.10	LRC_KIR	+	1	796479	54025634	55084318	0	0
ALT_REF_LOCI_9	Primary Assembly	HSCHR19_4_CTG3_1	NT_187693.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	+	1	1066800	54025634	55084318	0	0
ALT_REF_LOCI_10	Primary Assembly	HSCHR19KIR_FH15_B_HAP_CTG3_1	NT_187636.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	3	248807	54698377	54875515	2	0
ALT_REF_LOCI_11	Primary Assembly	HSCHR19KIR_G085_A_HAP_CTG3_1	NT_187637.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	1	170399	54698377	54868790	0	0
ALT_REF_LOCI_12	Primary Assembly	HSCHR19KIR_G085_BA1_HAP_CTG3_1	NT_187638.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	1	157053	54698377	54869245	0	0
ALT_REF_LOCI_13	Primary Assembly	HSCHR19KIR_G248_A_HAP_CTG3_1	NT_187639.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	1	171027	54698377	54869367	0	0
ALT_REF_LOCI_14	Primary Assembly	HSCHR19KIR_G248_BA2_HAP_CTG3_1	NT_187640.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	3	204239	54698377	54858867	2	0
ALT_REF_LOCI_15	Primary Assembly	HSCHR19KIR_GRC212_AB_HAP_CTG3_1	NT_187641.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	3	209512	54698377	54881189	2	0
ALT_REF_LOCI_16	Primary Assembly	HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	NT_187642.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	1	155532	54698377	54868929	0	0
ALT_REF_LOCI_17	Primary Assembly	HSCHR19KIR_LUCE_A_HAP_CTG3_1	NT_187643.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	1	170698	54698377	54869056	0	0
ALT_REF_LOCI_18	Primary Assembly	HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	NT_187644.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	1	184499	54698377	54869045	0	0
ALT_REF_LOCI_19	Primary Assembly	HSCHR19KIR_RSH_A_HAP_CTG3_1	NT_187645.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	1	170680	54698377	54869056	0	0
ALT_REF_LOCI_20	Primary Assembly	HSCHR19KIR_RSH_BA2_HAP_CTG3_1	NT_187668.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	2	205194	54698377	54858949	1	0
ALT_REF_LOCI_21	Primary Assembly	HSCHR19KIR_T7526_A_HAP_CTG3_1	NT_187669.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	1	170665	54698377	54869056	0	0
ALT_REF_LOCI_22	Primary Assembly	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	NT_187670.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	1	184516	54698377	54869302	0	0
ALT_REF_LOCI_23	Primary Assembly	HSCHR19KIR_ABC08_A1_HAP_CTG3_1	NT_187671.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	+	23	190932	54721063	54911985	22	0
ALT_REF_LOCI_24	Primary Assembly	HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1	NT_187672.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	+	1	123111	54698377	54821095	0	0
ALT_REF_LOCI_25	Primary Assembly	HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	NT_187673.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	1	170701	54698377	54869057	0	0
ALT_REF_LOCI_26	Primary Assembly	HSCHR19KIR_FH05_A_HAP_CTG3_1	NT_187674.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	+	3	198005	54713160	54911985	2	0
ALT_REF_LOCI_27	Primary Assembly	HSCHR19KIR_FH05_B_HAP_CTG3_1	NT_187675.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	+	4	282224	54701162	54911985	3	0
ALT_REF_LOCI_28	Primary Assembly	HSCHR19KIR_FH06_A_HAP_CTG3_1	NT_187676.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	+	1	187935	54724022	54911985	0	0
ALT_REF_LOCI_29	Primary Assembly	HSCHR19KIR_FH06_BA1_HAP_CTG3_1	NT_187677.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	+	4	189352	54709012	54911985	3	0
ALT_REF_LOCI_30	Primary Assembly	HSCHR19KIR_FH08_A_HAP_CTG3_1	NT_187683.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	+	3	186203	54725825	54911985	2	0
ALT_REF_LOCI_31	Primary Assembly	HSCHR19KIR_FH08_BAX_HAP_CTG3_1	NT_187684.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	1	200773	54698377	54869056	0	0
ALT_REF_LOCI_32	Primary Assembly	HSCHR19KIR_FH13_A_HAP_CTG3_1	NT_187685.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	1	170148	54698377	54869415	0	0
ALT_REF_LOCI_33	Primary Assembly	HSCHR19KIR_FH13_BA2_HAP_CTG3_1	NT_187686.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	1	215732	54698377	54869394	0	0
ALT_REF_LOCI_34	Primary Assembly	HSCHR19KIR_FH15_A_HAP_CTG3_1	NT_187687.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	1	170537	54698377	54869056	0	0
ALT_REF_LOCI_35	Primary Assembly	HSCHR19KIR_RP5_B_HAP_CTG3_1	NT_113949.2	CHROMOSOME	19	NC_000019.10	LRC_KIR	-	1	177381	54698377	54861971	0	0
